,fname,labels,chroma_stft,mfccs_0,mfccs_1,mfccs_10,mfccs_11,mfccs_12,mfccs_13,mfccs_14,mfccs_15,mfccs_16,mfccs_17,mfccs_18,mfccs_19,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,rolloff,spectral_bandwidth,spectral_centroid,zero_crossing_rate
1324,d868aaac.wav,Waves_and_surf,0.7193768,-238.70042,99.72939,2.9445632,9.386327,0.49226102,2.9564636,0.05947267,6.1936545,1.89884,5.1399155,-1.4693649,5.415296,-11.695451,15.767743,7.0733714,7.4614673,4.3707504,11.893484,1.2345113,14.694077,4317.382246048433,2450.229594260833,1963.3436084742832,0.06000534730278422
1325,c8184b62.wav,Marimba_and_xylophone,0.11271525,-469.16293,-13.213626,6.8668575,-13.052681,4.0985885,15.606269,-10.96503,0.2265848,3.781152,-10.158417,-3.6363454,24.416767,7.7531567,48.584732,26.68325,26.667093,39.999813,25.419107,4.0230103,24.541615,7443.310546875,2751.3547204713414,3998.4762184818082,0.2438693576388889
1326,f60dcbb2.wav,"Raindrop,Drip",0.33096412,-555.2943,-101.50004,-6.7539,5.019168,1.7811306,8.353375,-1.5215677,-6.7838717,-0.87661207,4.634133,-8.273744,1.0903944,-42.78232,17.061295,9.464151,2.1742442,-7.023888,-3.382842,11.857639,-2.5736785,7524.939682904412,2280.5028898125083,5035.943002294041,0.3895399305555556
1327,115075fa.wav,Fill_(with_liquid),0.60283947,-424.6545,56.94435,13.56185,11.924941,3.6473775,3.3933473,-0.42929715,5.786427,1.0981076,3.4627264,4.493139,6.815681,32.042362,27.009842,22.15215,20.031588,7.1731753,-0.2692967,11.049505,13.661926,4029.6566850348026,2223.1221174121642,2090.827568948379,0.09914941632830626
1328,160f7562.wav,"Male_speech_and_man_speaking,Yell",0.489329,-278.6079,112.30504,5.5436335,3.4734278,3.1574206,2.9087014,2.248818,3.382114,0.041019615,3.6383424,1.7687924,1.0153785,-5.389726,24.48605,7.504226,-0.45871204,3.6371255,3.406394,5.212291,9.946032,3228.8039857978065,1986.2055062932795,1544.8029675077382,0.06067137055049669
1329,c59dcf65.wav,"Squeak,Walk_and_footsteps",0.58236676,-478.60022,43.641197,5.1661925,2.626024,1.632096,1.2330276,-1.7751352,-1.1741363,-2.0257847,1.5485226,-2.5067966,-0.22100842,5.370181,24.847494,1.3963823,8.866936,1.671958,10.381076,6.5205293,10.435992,5330.835905127762,2390.1157325143104,2915.756432506957,0.234466721339779
1330,a93b35c3.wav,Shatter,0.5325991,-385.73944,6.1132226,-2.576357,10.449481,0.22694878,4.7244616,0.77332795,2.6789477,-7.663588,-3.1507633,-1.697905,-2.4662888,17.053686,30.753658,-22.297499,19.929394,1.9035145,9.681846,1.3048724,8.69728,7624.368896484375,2671.8188972491253,4674.028972279209,0.370263671875
1331,4bed3bf0.wav,Squeak,0.35060248,-359.54642,-23.453293,0.6273797,8.288904,14.107074,0.6596586,4.7995825,13.800023,4.8482423,3.6659098,6.309755,5.927479,-71.49028,59.625496,-48.63681,8.59504,-6.181765,11.702972,-1.8760616,0.7707103,4800.68408203125,1421.0545691293996,3425.691366393154,0.26896809895833335
1332,0d792e36.wav,Shatter,0.48303616,-687.21405,8.20973,11.149668,6.8134212,-1.9479564,7.3337555,-0.46428272,-0.2672114,-2.6599228,-5.44691,6.380282,6.0557814,29.233612,19.504856,-18.752953,-3.196029,-15.89879,6.8852577,15.383013,19.046474,8021.1181640625,3098.93078002332,4664.191494529432,0.052734375
1333,cc1c7be2.wav,Female_speech_and_woman_speaking,0.32270628,-450.1738,82.61852,-16.103786,-16.20516,-14.466477,-2.2424676,-20.48141,-8.551966,-14.513744,-4.6239347,-12.958671,-10.565124,17.226543,28.191109,5.1353903,-14.243304,-1.7537119,-5.447015,-3.559577,-13.617852,4067.1463367550873,2440.8716186760066,1859.7290460877614,0.054534202398255814
1334,9045205d.wav,Traffic_noise_and_roadway_noise,0.7073489,-306.8373,123.89099,6.6556916,5.204057,2.7544413,6.4838424,3.0408366,3.673854,1.5512148,3.0172422,2.7240763,5.0097647,-5.7813644,19.298855,9.961613,17.359232,9.605988,12.7843685,9.06761,12.118212,2833.589671548724,1978.2237285102365,1279.3509971944457,0.025305657265081206
1335,a0fb7ead.wav,Traffic_noise_and_roadway_noise,0.6222882,-352.94266,187.28307,7.5881186,8.693096,6.7738795,6.83009,4.293349,2.6967816,7.1045275,5.7052016,5.277284,6.1708717,-22.100348,16.144798,1.897897,10.810386,5.444284,5.410692,8.525287,12.6686535,1459.5115148274363,1191.0532654470614,780.4431084285276,0.028185497027262182
1336,f1aa246f.wav,Female_speech_and_woman_speaking,0.27834806,-399.55722,61.065243,-12.965528,-13.091682,-19.420868,-0.5629277,-12.270981,-8.195284,-12.006816,-7.6381855,-9.955241,-10.545781,17.442032,33.148502,12.661223,-13.318408,-5.189906,-4.8618793,-10.143303,-10.830705,4407.735847024356,2340.339511849103,2544.087798009543,0.11268884995404412
1337,09f9f88a.wav,"Male_speech_and_man_speaking,Yell",0.3589096,-402.55508,107.14686,8.20985,7.465549,2.8591835,11.681496,0.15389805,-5.5239983,-7.067389,0.6079814,-1.6794486,6.583267,-29.54356,23.934015,-3.0044708,16.444145,-1.878442,14.39696,15.825489,6.708967,3267.0654296875,1841.411726144005,1720.5250822257453,0.08090398341049383
1338,a1cc7aed.wav,Toilet_flush,0.5522684,-80.01224,40.80276,-10.4109535,1.215876,-5.586624,-3.4376504,-9.500426,-1.0278928,-2.544089,7.474525,5.1645045,10.444397,-6.076702,10.00014,-0.011448836,6.3336115,-4.788972,-3.4932616,-7.988865,0.7369227,7685.8297042669665,2985.0305109495093,3859.2184289940897,0.2551954937645012
1339,af6d9b0c.wav,Marimba_and_xylophone,0.15895247,-496.26306,118.36748,-28.194706,-23.603584,-10.00228,-4.1282682,-5.2214327,-8.705935,-2.5339656,3.9934206,4.3473177,4.7637587,40.118282,1.2466139,5.801365,0.53313273,-19.24096,-22.541199,-21.370188,-23.740547,1065.718691089037,944.3432058305901,690.5675861689323,0.03339685143561485
1340,999a7744.wav,Tick-tock,0.6126715,-720.6929,6.255625,4.4194503,1.0372014,-3.1690214,-1.3720033,-2.448617,-0.0613908,-1.2611661,1.3746536,-0.401757,0.37004402,-17.103422,-2.87853,-10.388632,-3.9782991,-2.9731493,-0.16802748,3.0393708,11.399509,8213.764603641055,2907.591930066556,4783.112907853347,0.4601834265099388
1341,1f3b7fe5.wav,Tap,0.42700985,-615.29047,118.869225,-5.5263457,0.23259588,9.595694,12.817576,7.8735847,8.048349,9.738711,2.5104356,-0.7245375,2.732387,26.104288,-10.845302,-10.659243,4.1891975,32.091454,19.07419,-6.536321,-9.510874,3695.09765625,2533.9457576219347,1737.088697386036,0.06865234375
1342,fbb7874e.wav,Writing,0.7066002,-801.3167,72.35233,1.6492624,4.102601,-1.6962854,-0.5544926,-3.835278,0.23220402,-2.0720873,-2.8340352,-5.1452236,0.17657958,21.055336,16.952682,10.210124,16.314312,12.839746,7.511273,0.47114712,9.699778,7261.474609375,3187.8069897184896,3008.322868519914,0.1484375
1343,f5dd6ad1.wav,Writing,0.6763619,-415.87314,27.762062,1.8876091,7.4417825,-0.12141934,8.15794,-3.9843292,5.6389027,-0.29365772,7.2338133,-6.8152876,5.3343024,39.846157,30.20337,0.734598,31.29088,8.177812,7.768256,5.1422987,4.8368177,7948.37085620777,3065.3243824833994,4248.243930583925,0.2502375422297297
1344,ac569b65.wav,Writing,0.674894,-352.54388,54.457035,0.28042105,5.15382,-0.95793426,7.943147,-5.6025453,6.168101,0.30713233,7.063407,-5.978342,6.6886744,38.330704,22.483694,1.3134359,35.40262,10.594661,7.816653,5.889843,5.864797,7067.934438344595,3024.139939750973,3470.2857775530665,0.16777959600225226
1345,e19a4b97.wav,Writing,0.6567825,-376.1001,39.818424,-0.21341108,12.339286,-1.9978431,9.860062,-2.3282983,4.334022,-0.054794982,4.759907,-6.9985194,5.517524,43.88797,32.162025,5.0234776,24.41218,8.990911,4.197083,5.9637012,5.5847516,7794.25048828125,3193.9431375312583,3850.2218343469954,0.19120086185515872
1346,9d8ab05a.wav,Writing,0.65507627,-630.8012,-8.091072,2.0243294,5.286603,3.8378181,7.720272,4.359789,3.8328536,0.52094954,5.4601865,-11.648463,2.8963177,26.259897,43.581745,-7.2875404,40.139584,4.4576583,6.8640823,18.213358,9.688423,7595.83740234375,2676.384637403524,4799.689369580466,0.262939453125
1347,99d46657.wav,Writing,0.6693455,-515.0302,40.045906,3.6632752,4.7235394,-6.9989963,0.16235067,0.9318361,6.6802063,-0.28934127,6.3091493,-6.758185,4.2732196,33.373917,20.6789,-10.075249,29.043238,12.164075,13.122498,14.916752,6.867883,7446.573153409091,2926.0997916844167,3943.081372014557,0.2196377840909091
1348,8912c77e.wav,"Squeak,Writing",0.53534794,-510.2436,28.986582,-0.66809905,0.8169441,-0.8666917,5.6572685,-2.5883975,3.6105385,0.99046654,6.86946,-3.321331,0.6230769,10.691336,15.877528,4.6931963,28.157469,2.6286323,3.0258617,4.5377054,5.7306776,6299.8974609375,2577.020499955985,3324.7496270799415,0.22770905671296296
1349,8aa9e939.wav,"Squeak,Writing",0.44241208,-415.40323,24.181293,-9.40738,-0.5434589,6.3501906,4.164696,-3.770373,6.543932,-2.7818842,11.71591,-5.0145164,1.5025185,9.683876,39.627262,27.950306,19.17599,-13.742672,4.59891,6.629456,4.3799925,7122.717411001933,2788.9161569356243,3772.3787945446857,0.2259131362757732
1350,086716f4.wav,"Squeak,Writing",0.38431194,-487.07083,0.561864,-8.952734,-3.4471445,7.2158546,3.403569,-7.2815413,4.4592643,-0.8692998,3.1862435,-8.179713,2.3897297,4.4273562,26.190678,25.169289,33.25716,-11.033109,2.4054542,12.630461,13.190492,7458.103682355183,2760.290090444666,4216.709297879911,0.30804592225609756
1351,209d20a2.wav,Fart,0.54192644,-363.06064,0.71231395,-2.6197312,2.3071365,-4.187471,-4.256269,-15.397534,-4.111348,-6.032816,-3.4434812,-11.199151,-2.9540741,25.043396,30.74104,7.285279,17.829578,0.3088899,4.6085277,4.7954965,11.840218,8190.182907516892,3058.37914971295,4492.156254035082,0.23771818693693694
1352,a87ac12a.wav,Fart,0.37851682,-509.7531,17.452564,-4.1551404,-2.1341212,-5.4706936,-2.7981544,-8.934062,-11.93261,-14.77834,-9.524321,-11.653434,-8.540504,4.533187,15.452335,1.2640334,-3.2308865,1.9521301,-1.7882458,-5.826246,-1.0177213,5441.705907534247,2376.3579516209898,2905.5941573168807,0.19267043022260275
1353,0e396c69.wav,Glockenspiel,0.16855076,-657.35706,43.639675,9.1896105,1.4552026,12.852226,2.7540066,-6.066491,10.819499,-0.6288124,-1.3028086,6.000849,6.783714,7.634024,15.750225,16.3516,-3.9174778,3.7225633,10.871345,-4.562414,15.886959,3825.732421875,1718.7564316676646,2142.2338971879226,0.14808367300724637
1354,bf724cf3.wav,Fart,0.45496073,-619.80237,-29.655994,-5.774538,2.5499763,-8.019494,-7.8299627,-15.080645,-16.4721,-21.69667,-11.972319,-11.882332,-7.834344,-27.683937,-19.184076,-2.2018576,-24.936375,3.4613273,-4.1906247,-3.6215339,1.967509,7860.292053222656,2681.739465274872,4731.557451489823,0.3918914794921875
1355,934bd504.wav,Glockenspiel,0.1672049,-432.90796,0.29310647,16.902485,6.958247,8.549291,-9.878781,11.467604,7.220588,-2.7636197,2.6698728,0.52921414,11.121905,-3.0402832,38.989388,29.506712,0.069220945,-1.0527741,29.135122,12.06007,-12.887743,7028.992067412268,2535.3259286428306,4168.671389023383,0.31003480278422274
1356,6c5db2da.wav,Glockenspiel,0.2628263,-553.4338,68.03562,19.314814,21.5477,-5.5322294,3.0217538,16.93032,1.2330915,-9.726589,19.021706,6.8946567,-3.7522073,22.623766,19.643,21.169022,5.7042265,-3.2237384,22.106834,4.1952505,3.4157672,5458.7498121995195,2572.8202540101797,2705.9633320135827,0.16470853365384616
1357,ccbfd1e6.wav,Glockenspiel,0.30783394,-546.6566,62.980656,7.843815,25.412043,6.2868223,-7.81868,3.7170138,14.452003,-3.1997056,4.139084,11.798048,17.939224,6.329045,25.043795,24.298752,0.014435192,-9.883853,19.156446,16.917004,3.3585522,5072.398546006944,2443.2808429531074,2665.6544898101283,0.15568335262345678
1358,449ad514.wav,Drip,0.44908422,-515.3647,-78.081566,1.1706486,0.52277,-1.7736993,4.140758,-2.4984186,1.7989774,-1.9020177,2.550509,-3.050132,2.7677128,-37.090336,-12.740948,-5.678448,-7.364924,-3.3068473,0.46972662,-0.5096702,7.2899156,8990.287168285962,2639.881894717792,5964.795612069747,0.4882098771026682
1359,3eedcd21.wav,Drawer_open_or_close,0.4658062,-492.27344,63.28408,-1.7972807,3.6256592,-3.1315541,0.042275663,-1.3128271,2.7573402,-1.2614325,-1.0039591,-1.8367221,1.511134,8.694702,14.139657,5.7443705,0.6676471,0.9938455,-1.0297021,-2.4286067,1.3227208,5136.764946669162,2434.383635712241,2188.245717403318,0.10681956399700598
1360,22c82663.wav,Screaming,0.33141586,-385.32285,11.890625,1.143991,-5.790626,-9.283254,1.5506313,-3.9269898,8.484298,-4.3813586,-7.3445053,-11.322734,-10.56641,-48.833595,-40.603954,-32.48336,-3.1647186,16.319826,10.015641,-16.706062,1.6548271,7420.635431463068,2892.98569366748,3666.31894025828,0.17551491477272727
1361,9ed7cf3d.wav,Mechanical_fan,0.41905597,-111.42405,105.404274,-18.905405,5.2253146,-16.279404,2.1404753,-11.17763,4.2340183,-3.011711,2.1256137,-1.6730733,2.6886182,-23.896626,31.06995,-0.7957118,-4.271834,-6.4790454,-12.791159,-8.226361,-9.382813,4076.944798161978,2193.4586769220887,2050.5104199225925,0.08619580191415313
1362,79636a8b.wav,Waves_and_surf,0.6296985,-140.69557,163.93304,-5.2435517,3.189506,-1.8388335,4.1158824,-4.6281857,2.9983454,-3.690731,1.2959177,-3.1646492,-0.59046435,-3.0167613,20.579174,-0.5815615,10.988741,-7.7453732,9.362979,-2.9639833,2.3512208,2020.324055611949,1656.2491752997398,1127.646092816218,0.04486522984338747
1363,431be598.wav,Sneeze,0.3245706,-348.46176,86.15695,0.23863019,6.004813,-11.308415,-0.50540626,-2.651704,8.704971,-3.5271938,-0.49222493,-5.2711906,-4.8485804,-1.931056,0.12326607,-15.538191,20.445404,0.7051656,-27.034954,-2.8869674,-0.4636777,4270.0341796875,2252.436932442242,1822.473218358842,0.048577008928571426
1364,0c17c463.wav,Sneeze,0.2834677,-407.73,62.43834,-5.547403,-3.2052534,-2.6280696,1.2372373,-1.6550288,3.6832538,5.499221,-1.2229139,-1.6801248,-0.2133975,-2.9876053,5.6296296,0.8699548,7.818138,-2.8405874,-18.387402,-7.8607006,1.7708616,4968.1884765625,2547.8785082328304,2216.714118813433,0.05288357204861111
1365,e1a019a0.wav,Sneeze,0.31655067,-389.47702,59.61769,-15.334596,-4.459335,2.4533336,-1.9535086,-5.9226727,9.817101,0.0816544,-7.639433,-2.535855,-4.779026,-13.432875,4.5487347,0.39286625,15.055864,-6.6605463,-18.899965,-7.19086,5.9085894,5522.4052734375,2609.8981984094266,2599.18122106404,0.07625
1366,922bf91b.wav,Sneeze,0.32241085,-320.80307,61.762226,-5.1950283,0.24777855,-1.8510221,-1.1140183,-4.4830513,5.2329803,-1.0539223,2.0512345,-2.32485,0.38961145,-16.523306,-1.8165951,-1.9726423,11.003234,-8.301912,-20.60552,-6.486434,1.50772,5358.1787109375,2608.822461250543,2717.740278036644,0.08887970753205128
1367,c3c7d8c5.wav,Waves_and_surf,0.56635946,-126.092926,84.23246,-2.3802326,0.42008784,-2.2919657,2.599754,-5.0818944,2.24213,-2.7617838,1.7397307,-6.05839,1.7317173,-5.482249,3.6294801,-6.354798,0.2284291,-2.1937547,6.158555,-5.6163626,2.3908155,6197.0661031788795,2772.1061191300814,2786.5190252774555,0.1432347790948276
1368,1b4b0474.wav,Shatter,0.65093243,-263.47137,34.470993,-2.0730734,2.7313251,-1.0951738,2.146285,-2.7459178,1.1484717,-3.0947404,1.4322903,-0.6776704,3.17549,7.9810266,9.569597,1.6140983,5.729623,1.5439992,6.463776,-4.326011,1.8279505,6485.25390625,2920.1454476443428,3083.217920243177,0.1826430224867725
1369,ccffbd7b.wav,Waves_and_surf,0.67844117,-121.27296,97.34893,5.7099967,9.611123,3.9643896,6.957075,-0.53428596,5.3281727,-2.3456054,6.081405,-0.96043545,3.8576205,1.867096,14.837565,9.211502,11.370306,11.2200985,17.206335,5.278449,10.977417,4834.995763442095,2632.578215220249,2035.561660791342,0.05876608455882353
1370,c999fe79.wav,Stream,0.6024519,-81.83145,52.851494,-16.196043,-8.788742,-14.775407,-3.7137833,-8.088718,-0.78044933,-7.487238,-1.0459781,-6.7646737,-2.13783,-28.858816,-0.47024763,-19.56234,-6.5861526,-22.47174,-9.205199,-21.859463,-9.339842,6667.0493991081785,2718.9242721523415,3288.485880939522,0.2062495468387471
1371,1ec61c9b.wav,Fill_(with_liquid),0.36952984,-232.2406,31.869146,4.614586,8.441449,6.946722,-6.583956,-7.3963966,6.8141046,-4.1592135,3.253751,2.07674,0.8551325,-16.47139,-2.4844673,-21.61806,-16.96376,-12.132805,15.033813,21.518984,19.55519,7268.241119384766,2861.3514171959346,3796.761044777059,0.17961629231770834
1372,90fef600.wav,Purr,0.7346472,-409.72968,62.397655,6.0749526,9.758379,8.971633,7.2629123,9.576234,6.211121,6.3302236,4.0013294,4.988054,4.557976,30.861216,31.245071,17.664457,32.37024,13.012022,21.173332,10.409612,8.106872,2649.1869140625,2140.6004169300086,1227.9586866279535,0.02287890625
1373,2711fd04.wav,Purr,0.7661161,-278.70847,118.18801,7.1353555,7.300635,7.3611817,5.996152,7.6568775,5.659292,6.6650343,4.9435124,5.0630145,5.0626917,29.589808,20.63264,15.244862,20.186821,14.92344,14.821418,9.555701,9.008819,1337.5741548627336,1490.2039828638744,699.1802697057102,0.007715528256425234
1374,8e9c35e8.wav,Shatter,0.396952,-333.93317,62.05878,9.779642,3.3700469,-0.09370775,11.438016,-2.004261,4.4645147,1.8678062,0.8691122,2.27718,4.167945,1.076107,33.77222,4.04552,22.392736,6.88425,6.6811485,3.325896,8.726744,5263.7086838942305,2311.168043943212,2915.6373103360474,0.19704026442307693
1375,f83be4fc.wav,Shatter,0.47028205,-369.62677,50.350887,1.523305,11.4197645,2.0409768,8.772092,-1.3305354,8.756958,2.79659,2.2600555,-0.7109,5.849668,9.6038065,29.614153,2.471509,23.257368,6.064584,12.924,7.888432,8.834427,5988.2171630859375,2533.339673405136,3278.3410264059007,0.20745849609375
1376,8b135c74.wav,Shatter,0.5698443,-418.5582,83.37475,4.740433,4.6751084,0.43725893,0.948663,2.4773846,1.1045322,-6.258772,2.7319317,-3.7717004,2.9694192,0.7431476,26.333227,2.0424562,18.605461,7.3787246,8.93637,2.0744398,5.6800213,5101.46915211397,2422.6375197847055,2578.9122588832965,0.13032082950367646
1377,2317c318.wav,Shatter,0.5608636,-457.1967,54.04604,-3.8569145,8.114768,0.5368065,8.031674,-3.4924698,8.636511,0.018341223,2.4017723,1.2526253,3.5053322,0.6608483,27.134588,-2.008642,11.263541,2.0456383,11.215228,0.64187235,13.580867,6130.570220947266,2532.637476060687,3405.8488272618583,0.23468526204427084
1378,d5732142.wav,Drawer_open_or_close,0.5528897,-449.23,78.24395,-2.9641194,-2.282507,-3.206305,-1.9994241,-1.6839467,0.6650458,-2.3427389,0.6490751,-3.3134387,0.5840891,4.484955,9.541263,7.0875015,6.7192183,-0.7519672,-1.4894375,-1.070119,-1.4097515,5359.438923843034,2555.8351474339597,2754.1154983395086,0.1479119453721374
1379,0d0f897b.wav,Fill_(with_liquid),0.3909787,-246.09366,-1.643776,-2.2153578,0.34668064,-4.8297234,4.232937,-8.25554,4.566758,-5.873782,7.2537575,-8.085153,9.488833,-48.4968,-5.2105646,-9.623983,13.135446,23.311937,22.956242,12.326205,0.5913185,7284.4879667637715,2681.8799027324912,4104.265525467933,0.1868461996822034
1380,0ea2b567.wav,Keys_jangling,0.8756915,-854.93427,57.86668,7.1956735,10.947357,4.0855937,7.7188215,2.6828775,6.6066184,1.6743882,5.1928477,3.108401,4.2201667,26.8479,24.72407,16.447556,12.743798,5.917539,13.209961,4.466779,5.25243,4920.3369140625,2842.1668294498318,1569.4237027687684,0.0076171875
1381,1c46064a.wav,Keys_jangling,0.0,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,03f91aaf.wav,Keys_jangling,0.0,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,2842633f.wav,Keys_jangling,0.88633054,-877.9418,49.07846,6.7323585,6.7896338,2.94014,5.239114,2.6738315,9.317654,1.032279,6.588497,0.5737403,2.9190638,32.210762,18.873005,14.580009,14.073706,12.947973,13.255539,10.240907,11.044769,6195.1025390625,3153.6174673513447,1920.4588423880093,0.0095703125
1384,8eb4452b.wav,Keys_jangling,0.8204084,-826.7301,41.151634,-1.3606336,7.8692617,-2.7245507,10.976392,-2.8964145,10.354952,6.80077,6.405983,2.7720127,6.0113845,34.136406,17.460758,16.067238,16.539885,9.883303,18.403019,-0.9502165,11.545714,6976.7578125,3296.2300633972786,2362.4835676642256,0.0064453125
1385,52233a63.wav,Drawer_open_or_close,0.55070126,-385.37827,97.168304,-2.3404272,3.515553,-2.0125,4.26057,-1.4739784,0.6535758,-5.4786267,2.306832,-1.71999,5.421414,0.7363378,23.547953,11.673746,9.623704,7.4941816,10.777653,-1.4669461,8.370829,4824.037032337587,2537.7740346692553,2150.0177862859996,0.08621959287993039
1386,024e0fbe.wav,Bass_drum,0.3123156,-819.8325,36.603878,8.769647,9.134635,3.1511872,8.691218,3.5191727,9.025932,1.2363329,4.7418394,-2.1874578,1.4686971,47.44316,55.685856,38.74564,34.809303,23.160063,26.935085,16.568928,18.032923,5786.1983449835525,3025.353404160433,1958.4597842662959,0.05211759868421053
1387,3c0fb161.wav,Bass_drum,0.6672542,-928.5485,73.196625,7.796889,8.350712,1.7296424,6.4349375,3.5489812,4.3108063,0.10189501,1.5361816,-2.874972,1.8762764,41.25481,39.441322,25.972958,21.30874,17.940218,14.095159,5.239248,12.105838,4031.2422902960525,2556.4361170687735,1548.422407843473,0.10014905427631579
1388,4d9b6328.wav,Bass_drum,0.5451113,-826.1161,99.14485,3.2586162,9.586524,0.5390557,2.8108058,-2.3629353,0.074003935,-5.1264076,-1.958708,-4.630571,1.5232346,35.829033,55.57486,44.91158,24.425932,16.38013,25.188854,12.7879925,7.8508387,1261.845703125,1934.1543882958092,834.9500924844353,0.042333984375
1389,05be25ad.wav,Shatter,0.64836425,-488.0576,12.884632,-0.78145325,4.0146694,-2.4299777,3.0506387,-6.398411,2.991472,-5.67316,1.212918,-6.773067,-0.72303087,-7.796483,19.9933,0.06590793,17.206154,2.4436393,10.327549,-0.98419595,5.148609,7662.440661785314,2826.663960635243,4259.3610234341695,0.30292487037556054
1390,31316263.wav,Shatter,0.5254635,-471.33633,24.509178,-4.310167,1.6828105,-6.40849,1.1584508,-8.2335415,0.26825038,-6.035932,0.26186568,-5.5004635,-0.6182343,-9.877222,14.009565,-4.0423117,11.508981,0.20831811,6.82122,-2.005042,3.9951599,7273.9310738090035,2744.730103683869,3906.650582187368,0.28821739783653844
1391,a7ea7a8d.wav,Zipper_(clothing),0.5365303,-91.93207,1.6964351,-12.590454,-2.6984398,-10.561715,-4.7722087,-6.6169124,5.4294343,2.3625822,6.228915,-2.5183702,1.5586846,-50.76946,-25.320257,-31.883173,-11.943807,-11.561876,-3.4564917,-15.509531,-4.6783676,7715.853343290441,2824.294017232672,4132.755752818707,0.2340686274509804
1392,df86c865.wav,Mechanical_fan,0.65853167,-282.5198,96.42887,9.652912,11.211269,14.53539,6.937756,5.5680604,1.860204,13.6226015,21.008625,-5.7582307,-0.793314,11.808019,3.7239356,5.4714003,16.86462,4.27858,31.366919,10.099034,-7.493591,5708.62201593315,2806.1970284526137,2240.260259135193,0.020580318300464036
1393,c4829105.wav,Mechanical_fan,0.67593014,-287.00262,72.170944,-0.7356163,12.195296,10.358656,6.213665,5.6443796,-3.782204,-1.5607622,25.617498,0.29797968,13.078553,27.593822,-1.6543337,20.088842,-1.5871364,5.5444937,25.000084,11.521811,-8.625136,8019.8441578451275,3423.2411187879056,3609.0299360826752,0.053322351725638054
1394,24a79ce3.wav,Waves_and_surf,0.67019224,-326.9786,78.03486,3.7693124,12.367453,2.2834206,9.567939,3.4808788,9.670404,3.5254347,7.657069,2.0060682,7.7141776,-9.093703,19.82523,9.313018,10.766391,3.4634118,15.624305,2.7486138,14.514836,5260.196807932135,2634.8134012054425,2310.8159805679593,0.056483151464617166
1395,15b4d674.wav,Knock,0.71859264,-312.02875,123.797874,11.446141,3.1643066,6.5902805,8.973237,1.9416854,2.2899199,3.76607,6.71286,3.170849,5.4439483,34.370632,24.602697,18.96312,14.960946,16.289917,16.05153,8.950818,16.35739,767.6097523082386,1139.2385390011696,445.78356586133305,0.006325461647727273
1396,c5dd1028.wav,Knock,0.681221,-346.60294,116.70565,6.630009,4.8958635,5.813799,9.507912,3.1978283,6.2129555,5.001877,6.945076,8.074139,6.2913294,26.812687,19.080824,27.57443,21.284826,16.818703,13.838253,6.6826987,11.784584,1219.0185546875,1399.8947920471173,649.1024313923353,0.007856889204545454
1397,931f845d.wav,"Raindrop,Drip",0.8343776,-676.1762,74.689835,6.7741876,12.437176,6.080695,10.958984,3.126159,7.648834,3.4560478,5.2021303,-1.4108642,4.50653,32.297478,35.12898,19.905697,21.075954,12.679909,15.725508,12.040266,14.717665,757.763671875,2026.8741597400835,773.3137685480849,0.00020926339285714285
1398,ee6cc37e.wav,"Raindrop,Drip",0.8541609,-665.02313,69.23435,8.452156,10.12987,7.217588,10.789677,3.7100182,7.38604,3.1972249,4.4047065,0.15152593,6.3085947,29.734138,30.655256,22.313425,21.987192,13.348416,15.968348,12.124327,15.763752,1159.1015625,2151.787228196972,909.9901556068171,8.370535714285714e-05
1399,7ceded52.wav,"Raindrop,Drip",0.8345759,-673.28406,69.52776,6.9650235,12.912627,5.7307024,10.420973,4.5239797,8.359554,2.6744604,5.197131,-0.08782129,6.109534,35.301308,32.597202,22.302155,19.861761,16.634289,17.274458,9.560426,13.255584,1112.6303932883523,2149.3324550205216,924.3572728113412,0.0003551136363636364
1400,25b45b4b.wav,"Raindrop,Drip",0.8476549,-666.73444,75.22716,6.0353856,10.361405,5.5116067,8.519114,3.162462,7.784368,2.3068023,5.165654,1.1825156,7.1389103,33.894375,34.156956,21.689766,17.46803,13.425048,15.872214,8.713432,13.507555,824.6895405783582,2056.3246217543733,790.9546413001588,0.0004664179104477612
1401,8ed29f42.wav,"Raindrop,Drip",0.82360494,-666.2474,74.038635,5.969629,11.389854,7.565347,8.101004,1.8402543,5.0637345,2.0446239,6.157047,2.6307812,8.2650795,30.920448,37.234898,22.238668,17.035892,8.935768,14.343976,10.662405,11.861198,1223.425935444079,2103.3384301138985,842.6165954483533,0.0001541940789473684
1402,24a0b0d0.wav,"Raindrop,Drip",0.80309176,-641.2562,89.371735,4.514942,10.437928,3.699102,7.5861835,2.2198868,6.2536616,1.1239183,4.586947,-0.31690633,5.5821204,33.272743,32.698685,20.522614,17.9278,15.568146,17.458977,10.254555,9.569839,877.47802734375,1988.90981667072,769.7071571869548,0.001091452205882353
