fname,labels
174d3f13.wav,Toilet_flush
8e1857f0.wav,Hiss
5a1cfa97.wav,Toilet_flush
b72ba386.wav,Chewing_and_mastication
d0b45137.wav,Hi-hat
4e632322.wav,Gasp
900e6ee9.wav,Keys_jangling
8230d06a.wav,Hi-hat
fb4a9ec0.wav,Hi-hat
412c28dd.wav,Hi-hat
754307e6.wav,Hi-hat
8693012d.wav,Sigh
a70b7903.wav,Sigh
e013b1d3.wav,Bass_drum
7f41caa7.wav,Bass_drum
a855b6da.wav,Bass_drum
fcc315da.wav,Female_speech_and_woman_speaking
13bff01c.wav,Whispering
f0dd3da8.wav,Scissors
d70d9daf.wav,Female_speech_and_woman_speaking
ea44c20d.wav,Sigh
ebada069.wav,Sigh
cecf74da.wav,Hi-hat
fa4a8c58.wav,Hi-hat
2847a09b.wav,Stream
e90cc94d.wav,Stream
df2362c8.wav,Bark
5d81c701.wav,Hi-hat
2b7f1b91.wav,Hi-hat
99876060.wav,Hi-hat
9f93d461.wav,Bark
ebc4b16e.wav,Hi-hat
22b55839.wav,Hi-hat
cf1a2604.wav,Burping_and_eructation
423368de.wav,Burping_and_eructation
0ea117ff.wav,Burping_and_eructation
6cf1e04a.wav,Burping_and_eructation
447ffb00.wav,Burping_and_eructation
702948cf.wav,Waves_and_surf
7908baa3.wav,Waves_and_surf
52d2cd65.wav,Burping_and_eructation
94789751.wav,Hi-hat
029adfea.wav,Hi-hat
0576e3aa.wav,Female_speech_and_woman_speaking
8e8ee9e3.wav,Hi-hat
f2ddb2b8.wav,Hi-hat
85e38736.wav,Hi-hat
8d9ad0b4.wav,Hi-hat
e9909494.wav,Car_passing_by
43710f80.wav,Tap
37acc887.wav,Tap
2c5909c0.wav,Hi-hat
f2c16096.wav,Hi-hat
c37b1f7d.wav,Fart
a78ec1ea.wav,Bark
ca178ca2.wav,Printer
15b8f8a1.wav,Bark
876085e9.wav,Run
0a9c90be.wav,Bark
d89dac44.wav,Computer_keyboard
efc46a8a.wav,Bark
e20b02c1.wav,Bark
e7995482.wav,Bark
b144257c.wav,Chewing_and_mastication
ed1509d3.wav,Bark
33812019.wav,Bathtub_(filling_or_washing)
549f3e73.wav,Zipper_(clothing)
73e11cc4.wav,Bark
f88f7c6d.wav,Printer
abc7ddef.wav,Printer
b50e3ef6.wav,Printer
55caac26.wav,Printer
86644708.wav,Printer
2b05accf.wav,Printer
ddcfbdf2.wav,Bark
c3b90ceb.wav,Printer
d9833078.wav,Printer
f5342540.wav,Bark
928b1994.wav,Bark
5114b145.wav,Bark
28d16a7d.wav,Bark
7720cc18.wav,Male_speech_and_man_speaking
3f7d5cae.wav,Bark
4012be67.wav,Bark
e7f48781.wav,Bark
f5e962db.wav,Skateboard
b8530b6a.wav,Skateboard
35d474fc.wav,Skateboard
f2833124.wav,Skateboard
3e81e88f.wav,Yell
17df5e17.wav,Yell
63502f19.wav,Bark
b99ed718.wav,Bark
2a282c7e.wav,Meow
da10b0b4.wav,Skateboard
6721e921.wav,Skateboard
6d3d1420.wav,Bark
50230569.wav,Shatter
30662e2a.wav,Skateboard
b523777c.wav,Skateboard
f8ffc4fc.wav,Skateboard
1b033cd6.wav,Skateboard
85287219.wav,Shatter
be3e2862.wav,Skateboard
da983283.wav,Shatter
97bb5eb0.wav,Skateboard
e5c21d14.wav,Skateboard
7a8e1e21.wav,Shatter
52a025b9.wav,Bark
4be092c8.wav,Bark
179f2a74.wav,Bark
364e3fcc.wav,Bark
055a129d.wav,Skateboard
f521c601.wav,Bark
dd1ef3b2.wav,Skateboard
b500c0af.wav,Skateboard
c64c9c15.wav,Skateboard
97f7cd56.wav,Skateboard
3d43b112.wav,Skateboard
beba9e15.wav,Skateboard
fad68b23.wav,Bark
f2af7e79.wav,Bark
0d904cd7.wav,Bark
3b1ed95a.wav,Bark
b5f77acf.wav,Drawer_open_or_close
73f129a8.wav,Drawer_open_or_close
5a0946cf.wav,Motorcycle
2aca030b.wav,Microwave_oven
fd6af2dd.wav,Bark
734f83b2.wav,Bark
015a50b9.wav,Bark
522998bf.wav,Bark
499eb4e5.wav,Keys_jangling
8098514c.wav,Keys_jangling
92e9c412.wav,Hiss
08bbd169.wav,Bark
cee6f3bb.wav,Bark
41249a54.wav,Bark
3a087c0a.wav,Bark
4d135390.wav,Bark
47147bc4.wav,Hiss
8a786947.wav,Hiss
68dbf3f8.wav,Hiss
ff9a20a8.wav,Bark
a0a09b04.wav,Bark
faa959cc.wav,Toilet_flush
228a779e.wav,Toilet_flush
47e60324.wav,Buzz
07ae7e64.wav,Buzz
6c8245bf.wav,Keys_jangling
64d985e4.wav,Buzz
b0356d71.wav,Buzz
ff5892bf.wav,Whispering
7174e290.wav,Whispering
381aa551.wav,Meow
ad7f6826.wav,Male_speech_and_man_speaking
8b87a2a8.wav,Male_speech_and_man_speaking
84204880.wav,Hiss
06837b71.wav,Writing
280b22b8.wav,Whispering
fbd80ebb.wav,Walk_and_footsteps
acfacc32.wav,Male_speech_and_man_speaking
3c58929e.wav,Male_speech_and_man_speaking
31547eee.wav,Male_speech_and_man_speaking
13949a07.wav,Tick-tock
90b34a9d.wav,Drawer_open_or_close
17c999bb.wav,Whispering
4bd7e10c.wav,Male_speech_and_man_speaking
adb94ade.wav,Whispering
c0808256.wav,Whispering
d703f15b.wav,Cupboard_open_or_close
c39364c0.wav,Microwave_oven
34eb1147.wav,Whispering
d07bece7.wav,Male_speech_and_man_speaking
4f238bc1.wav,Whispering
8c3d241d.wav,Whispering
b81b0a6a.wav,Female_speech_and_woman_speaking
39b978bb.wav,Female_singing
68ae26cd.wav,Male_speech_and_man_speaking
a038eda2.wav,Male_speech_and_man_speaking
0e7ed5d5.wav,Whispering
5932a7f7.wav,Whispering
9d5e5e2d.wav,Male_speech_and_man_speaking
03e77f6b.wav,Male_speech_and_man_speaking
8af07df0.wav,Male_speech_and_man_speaking
53349314.wav,Whispering
188fce41.wav,Male_speech_and_man_speaking
c7089ee9.wav,Meow
3e5960be.wav,Female_speech_and_woman_speaking
481a32f7.wav,Whispering
c8d9bbf1.wav,Slam
0ec91836.wav,Run
7730996a.wav,Female_speech_and_woman_speaking
174eecf1.wav,Run
43fe64ab.wav,Tick-tock
93396432.wav,Whispering
e757612f.wav,Microwave_oven
34fffe67.wav,Female_speech_and_woman_speaking
2e5ae9c3.wav,Knock
c0dbc401.wav,Whispering
02356bfd.wav,Run
68facda8.wav,Whispering
e0f18614.wav,Whispering
8c84965f.wav,Whispering
4c9be9e8.wav,Crowd
062bb637.wav,Computer_keyboard
67552f1d.wav,Drawer_open_or_close
3486599b.wav,Chewing_and_mastication
81d9b041.wav,Squeak
50edcb49.wav,Chewing_and_mastication
ec70c378.wav,Knock
4670113d.wav,Whispering
af262b07.wav,Whispering
d450aa2a.wav,Writing
ff2f0553.wav,Waves_and_surf
5d98819d.wav,Zipper_(clothing)
ca92f26a.wav,Purr
1a589226.wav,Bark
1813b871.wav,Bass_guitar
a59f30f4.wav,Finger_snapping
019234bc.wav,Female_speech_and_woman_speaking
fade94a8.wav,Keys_jangling
be1f4af4.wav,Chewing_and_mastication
fa4d867e.wav,Bass_guitar
a34275d5.wav,Microwave_oven
afc433aa.wav,Microwave_oven
40724389.wav,Bass_guitar
4fc8bb69.wav,Traffic_noise_and_roadway_noise
14a60900.wav,Traffic_noise_and_roadway_noise
f5d11bfe.wav,Shatter
94535fc3.wav,Bass_guitar
1be4862f.wav,Shatter
6598d0e2.wav,Bass_guitar
03f48534.wav,Slam
f3155633.wav,Shatter
5e39f3fa.wav,Slam
11a3989f.wav,Whispering
a2473d6e.wav,Clapping
3730db37.wav,Whispering
d16f5579.wav,Clapping
1ef3a5eb.wav,Run
cfce6a28.wav,Run
d489a480.wav,Buzz
2cd16d67.wav,Chewing_and_mastication
5d5a668d.wav,Bark
865536c7.wav,Hi-hat
3c466c35.wav,Hi-hat
6f234575.wav,Scissors
1f9594a7.wav,Hi-hat
06396c9c.wav,Electric_guitar
62ab94c7.wav,Electric_guitar
c2c8b2a1.wav,Electric_guitar
fad06929.wav,Hi-hat
7cee2fbc.wav,Hi-hat
52ba8f41.wav,Electric_guitar
4eb88ee8.wav,Electric_guitar
d91a05e3.wav,Scissors
72d8296e.wav,Writing
2006e384.wav,Hi-hat
a9e97fb7.wav,Zipper_(clothing)
bf43d1ed.wav,Electric_guitar
068749d3.wav,Female_singing
4f222c8b.wav,Keys_jangling
ea4206df.wav,Keys_jangling
8cd6e472.wav,Electric_guitar
3106bea1.wav,Electric_guitar
62db97c2.wav,Electric_guitar
d6e46db8.wav,Hi-hat
6a51a85f.wav,Electric_guitar
830e48bf.wav,Electric_guitar
4e1002e6.wav,Hi-hat
7ff5ca2b.wav,Hi-hat
1e3cabb3.wav,Zipper_(clothing)
ef529122.wav,Hi-hat
6e13ea2a.wav,Electric_guitar
d1e90e60.wav,Toilet_flush
9377490c.wav,Hi-hat
592af622.wav,Frying_(food)
84a73467.wav,Run
1974b562.wav,Skateboard
4737e033.wav,Hi-hat
f8542d43.wav,Electric_guitar
ad134295.wav,Electric_guitar
18afb50b.wav,Skateboard
1f15dd93.wav,Electric_guitar
528fe419.wav,Motorcycle
283e4a2c.wav,Motorcycle
bd11eb6d.wav,Printer
ffa689eb.wav,Printer
e2c31526.wav,Motorcycle
34947dc4.wav,Bus
c166d3a5.wav,Tick-tock
de4974c3.wav,Bus
7554eee4.wav,Hi-hat
ceacf3bf.wav,Chewing_and_mastication
e88a1dce.wav,Gurgling
f4a0c4ef.wav,Hi-hat
444d8364.wav,Sigh
5fbb9e64.wav,Purr
8e9a2b19.wav,Walk_and_footsteps
00ffa0d2.wav,Hi-hat
44d798d0.wav,Hi-hat
c472ee85.wav,Writing
a3b954f4.wav,Writing
abecd9f6.wav,Writing
cd573d3a.wav,Hi-hat
edfdee04.wav,Stream
c6e561b4.wav,Writing
004ca909.wav,Hi-hat
3a8643c3.wav,Stream
a4ac9aaf.wav,Writing
222ae82e.wav,Motorcycle
547f47a9.wav,Writing
d6a089e4.wav,Writing
f9ef8633.wav,Slam
23570fba.wav,Writing
3b9a8461.wav,Writing
e207f22d.wav,Accordion
c0295dc8.wav,Female_singing
cab5c701.wav,Female_singing
66edf972.wav,Hi-hat
97671a7b.wav,Hi-hat
9dfc18f7.wav,Shatter
cb14c45c.wav,Cricket
fd945c9e.wav,Shatter
d8561dc8.wav,Hi-hat
082075a6.wav,Shatter
42f22ad2.wav,Shatter
a2b44da2.wav,Shatter
5fca5cd5.wav,Tick-tock
9414c493.wav,Zipper_(clothing)
1f7862d9.wav,Drawer_open_or_close
f100ecf5.wav,Keys_jangling
07dd3742.wav,Car_passing_by
f22bc471.wav,Car_passing_by
9a76bda4.wav,Car_passing_by
392df6ff.wav,Car_passing_by
1d316f64.wav,Printer
50fa6fbd.wav,Printer
95901d28.wav,Bathtub_(filling_or_washing)
66d135e0.wav,Drip
607911f2.wav,Drawer_open_or_close
12eb601a.wav,Tick-tock
dcb91468.wav,Cutlery_and_silverware
33dc513c.wav,Clapping
ecb577b5.wav,Microwave_oven
d57316bd.wav,Screaming
9a5ef104.wav,Marimba_and_xylophone
2cbbabea.wav,Drawer_open_or_close
f1a847da.wav,Marimba_and_xylophone
33eb501f.wav,Marimba_and_xylophone
938869a6.wav,Marimba_and_xylophone
d868aaac.wav,Waves_and_surf
c8184b62.wav,Marimba_and_xylophone
554b49a5.wav,Zipper_(clothing)
115075fa.wav,Fill_(with_liquid)
a93b35c3.wav,Shatter
4bed3bf0.wav,Squeak
0d792e36.wav,Shatter
cc1c7be2.wav,Female_speech_and_woman_speaking
9045205d.wav,Traffic_noise_and_roadway_noise
a0fb7ead.wav,Traffic_noise_and_roadway_noise
f1aa246f.wav,Female_speech_and_woman_speaking
a1cc7aed.wav,Toilet_flush
af6d9b0c.wav,Marimba_and_xylophone
999a7744.wav,Tick-tock
1f3b7fe5.wav,Tap
fbb7874e.wav,Writing
f5dd6ad1.wav,Writing
ac569b65.wav,Writing
0779b260.wav,Writing
e19a4b97.wav,Writing
9d8ab05a.wav,Writing
99d46657.wav,Writing
88683ae0.wav,Fart
209d20a2.wav,Fart
a87ac12a.wav,Fart
0e396c69.wav,Glockenspiel
bf724cf3.wav,Fart
934bd504.wav,Glockenspiel
6c5db2da.wav,Glockenspiel
ccbfd1e6.wav,Glockenspiel
449ad514.wav,Drip
3eedcd21.wav,Drawer_open_or_close
22c82663.wav,Screaming
9ed7cf3d.wav,Mechanical_fan
79636a8b.wav,Waves_and_surf
b086ad53.wav,Drip
431be598.wav,Sneeze
0c17c463.wav,Sneeze
e1a019a0.wav,Sneeze
922bf91b.wav,Sneeze
c3c7d8c5.wav,Waves_and_surf
1b4b0474.wav,Shatter
ccffbd7b.wav,Waves_and_surf
9754de8d.wav,Bass_drum
bc9a4979.wav,Bass_drum
c999fe79.wav,Stream
1ec61c9b.wav,Fill_(with_liquid)
90fef600.wav,Purr
2711fd04.wav,Purr
8e9c35e8.wav,Shatter
f83be4fc.wav,Shatter
8b135c74.wav,Shatter
2317c318.wav,Shatter
d5732142.wav,Drawer_open_or_close
0d0f897b.wav,Fill_(with_liquid)
0ea2b567.wav,Keys_jangling
22af36ad.wav,Keys_jangling
1c46064a.wav,Keys_jangling
03f91aaf.wav,Keys_jangling
2842633f.wav,Keys_jangling
8eb4452b.wav,Keys_jangling
52233a63.wav,Drawer_open_or_close
024e0fbe.wav,Bass_drum
3c0fb161.wav,Bass_drum
4d9b6328.wav,Bass_drum
05be25ad.wav,Shatter
31316263.wav,Shatter
a7ea7a8d.wav,Zipper_(clothing)
df86c865.wav,Mechanical_fan
c4829105.wav,Mechanical_fan
24a79ce3.wav,Waves_and_surf
15b4d674.wav,Knock
c5dd1028.wav,Knock
77b76c18.wav,Cutlery_and_silverware
bc756b6c.wav,Crackle
06a3972b.wav,Bus
e2108dc7.wav,Bus
e5d668e4.wav,Crackle
13eb02c3.wav,Bus
f3b63427.wav,Crackle
3bde3fc9.wav,Male_speech_and_man_speaking
11ae6286.wav,Male_speech_and_man_speaking
e4e9f8a2.wav,Trickle_and_dribble
e8581680.wav,Bicycle_bell
568ec80f.wav,Drawer_open_or_close
653850f6.wav,Cupboard_open_or_close
523b300a.wav,Motorcycle
54f89509.wav,Sigh
46ac62ce.wav,Sigh
7b6828fb.wav,Toilet_flush
1aa41492.wav,Motorcycle
0e97fc0c.wav,Keys_jangling
4c9da128.wav,Keys_jangling
53aa8182.wav,Keys_jangling
d58ceeec.wav,Acoustic_guitar
65976e55.wav,Printer
7c61d786.wav,Bus
065b70db.wav,Waves_and_surf
dbc40a1a.wav,Writing
67acd878.wav,Chewing_and_mastication
54e06560.wav,Microwave_oven
f8a34cd7.wav,Fill_(with_liquid)
611e2466.wav,Squeak
35cd3f3d.wav,Keys_jangling
0dfedcfb.wav,Chirp_and_tweet
23aadf70.wav,Fill_(with_liquid)
c8c933bf.wav,Chirp_and_tweet
c2ffe5f7.wav,Fart
b779f8e2.wav,Fart
2edfcda8.wav,Female_singing
3c6e926f.wav,Female_singing
ce945dd4.wav,Fart
39d4d36e.wav,Fart
5fa6a05e.wav,Fart
b68d6db1.wav,Fart
12e1ee91.wav,Fart
c4779426.wav,Walk_and_footsteps
2c14a6dc.wav,Church_bell
bd053224.wav,Keys_jangling
cd2ad3c6.wav,Keys_jangling
c37d47ac.wav,Run
8f237e57.wav,Marimba_and_xylophone
0f8eb9a4.wav,Marimba_and_xylophone
37dba7fa.wav,Marimba_and_xylophone
aece8573.wav,Marimba_and_xylophone
6a0afa0b.wav,Microwave_oven
5665dbd8.wav,Bicycle_bell
bc25d122.wav,Chink_and_clink
6f1c7916.wav,Screaming
a12616ce.wav,Female_speech_and_woman_speaking
6473d6f0.wav,Finger_snapping
ba6334a8.wav,Fart
df0bace3.wav,Fart
bf3f5f73.wav,Run
39366814.wav,Hi-hat
445d2862.wav,Fart
60b984e4.wav,Fart
bdc010bd.wav,Hi-hat
8394142c.wav,Cutlery_and_silverware
b86f9d0f.wav,Chirp_and_tweet
fa2d2027.wav,Chirp_and_tweet
e3ec820b.wav,Cutlery_and_silverware
f65903f3.wav,Whispering
2f1c4765.wav,Gong
516772e1.wav,Purr
a059c05b.wav,Run
40b23707.wav,Writing
2c40f9de.wav,Cricket
7cbb395c.wav,Fill_(with_liquid)
ea3cea70.wav,Fill_(with_liquid)
f7100b5f.wav,Writing
7e61c879.wav,Fart
9459e602.wav,Screaming
527aa9cd.wav,Female_speech_and_woman_speaking
5f4d6a90.wav,Screaming
2f77fa88.wav,Screaming
15948929.wav,Female_speech_and_woman_speaking
d8d5c890.wav,Hi-hat
3327b9be.wav,Hi-hat
60751dc8.wav,Hi-hat
a62a0bbc.wav,Stream
3e4f3830.wav,Tick-tock
54bb2af9.wav,Whispering
fc3472cf.wav,Hi-hat
5983be45.wav,Car_passing_by
1d0f9636.wav,Church_bell
a4788a2c.wav,Hiss
3b75623e.wav,Buzz
1c6cdffa.wav,Buzz
fdab06af.wav,Purr
f86d6905.wav,Sigh
1d44b0bd.wav,Whispering
09ab7274.wav,Whispering
003be5db.wav,Whispering
91a60945.wav,Whispering
1e909392.wav,Bass_drum
26627866.wav,Buzz
4a37b4da.wav,Shatter
1a430d97.wav,Shatter
1b9c723e.wav,Shatter
c7027c7b.wav,Chewing_and_mastication
07db9e55.wav,Toilet_flush
5382bbaa.wav,Shatter
af33de79.wav,Gurgling
27fcf4e6.wav,Gurgling
f23e4936.wav,Gurgling
43a5f024.wav,Gurgling
c6f62acc.wav,Gurgling
a75485de.wav,Gurgling
6c3157f4.wav,Gurgling
6608264c.wav,Gurgling
603683fa.wav,Gurgling
54ae9908.wav,Gurgling
7425d75e.wav,Gurgling
838c90c7.wav,Gurgling
44653a74.wav,Gurgling
adae4cd4.wav,Gurgling
18733926.wav,Gurgling
b5cfaee6.wav,Gurgling
1a4c3769.wav,Gurgling
b5e1d940.wav,Gurgling
628f8b3f.wav,Gurgling
b063a88a.wav,Gurgling
a6e9d352.wav,Scissors
c805a456.wav,Gurgling
e494d018.wav,Gurgling
716f12a9.wav,Gurgling
ff363c12.wav,Gurgling
cdfc6cb4.wav,Gurgling
bc5fd19c.wav,Gurgling
1392ceaa.wav,Gurgling
31a5e443.wav,Gurgling
0b4aa3a9.wav,Gurgling
7c2c913e.wav,Gurgling
e336e7f0.wav,Gurgling
c1b84d6f.wav,Gurgling
f9706621.wav,Stream
682e3b68.wav,Gurgling
8fd6640f.wav,Gurgling
cd0205e3.wav,Gurgling
b693e950.wav,Gurgling
5ea6937f.wav,Gurgling
4336a42b.wav,Gurgling
45d9ce3c.wav,Gurgling
a4ba18bc.wav,Toilet_flush
93f47ec8.wav,Tick-tock
fc8e862c.wav,Scissors
275dae40.wav,Bus
4e14f81a.wav,Walk_and_footsteps
f489174a.wav,Bass_guitar
6df5a390.wav,Whispering
10e735ff.wav,Bathtub_(filling_or_washing)
5c493bd7.wav,Bathtub_(filling_or_washing)
9470989d.wav,Shatter
7a43247d.wav,Drawer_open_or_close
744449d8.wav,Computer_keyboard
3741da3c.wav,Fill_(with_liquid)
7bb460a0.wav,Car_passing_by
0ab47a4c.wav,Frying_(food)
f5645e49.wav,Bass_guitar
490d8160.wav,Scissors
39faef00.wav,Toilet_flush
f5ce519a.wav,Bass_guitar
2a72d742.wav,Bass_guitar
4d8814af.wav,Bass_guitar
9bf22429.wav,Bass_guitar
3997ccc6.wav,Hi-hat
d285f9b0.wav,Bass_guitar
8db05e45.wav,Bass_guitar
e9580434.wav,Bass_guitar
9e7c1bc2.wav,Bass_guitar
aa844a6d.wav,Bass_guitar
6a4dc748.wav,Bass_guitar
5d9f70e4.wav,Screaming
a2f9172b.wav,Bass_guitar
1bd8b55a.wav,Bass_guitar
da992ee3.wav,Bass_guitar
b8f479b4.wav,Bass_guitar
ef91d91d.wav,Bass_guitar
3a2ad750.wav,Cricket
e81d9407.wav,Run
32671dff.wav,Run
94fece18.wav,Run
b39d1370.wav,Run
cd2800a1.wav,Bass_guitar
292dec43.wav,Church_bell
062c5de8.wav,Bass_guitar
7e2219b1.wav,Bass_guitar
17c09be3.wav,Motorcycle
43f6155d.wav,Motorcycle
627e865a.wav,Motorcycle
0b76a30a.wav,Motorcycle
ce437968.wav,Bass_guitar
db7fab9a.wav,Bass_guitar
b7b875b3.wav,Knock
5eb7b6c0.wav,Bass_guitar
46b9659b.wav,Chirp_and_tweet
715d12d2.wav,Knock
ad1d9021.wav,Bass_guitar
69ef0016.wav,Bass_guitar
afe5789b.wav,Bass_guitar
242fac4b.wav,Bass_guitar
6691b5f7.wav,Gurgling
72a4d214.wav,Bass_guitar
2882f87f.wav,Bass_guitar
dddaad6e.wav,Screaming
31125142.wav,Tick-tock
8837c9c7.wav,Crackle
3342ee9c.wav,Walk_and_footsteps
8db34522.wav,Female_speech_and_woman_speaking
b1a94e05.wav,Race_car_and_auto_racing
5485edab.wav,Race_car_and_auto_racing
68a26f3b.wav,Race_car_and_auto_racing
dd182036.wav,Female_speech_and_woman_speaking
4b37d584.wav,Meow
52c42a5c.wav,Computer_keyboard
23ef72c2.wav,Chirp_and_tweet
6755b057.wav,Chirp_and_tweet
c20cf090.wav,Bass_drum
f6d8a0e5.wav,Chink_and_clink
a61a9f03.wav,Walk_and_footsteps
94624788.wav,Burping_and_eructation
2652dbc4.wav,Frying_(food)
485d515d.wav,Church_bell
659c93a4.wav,Scissors
cd626652.wav,Drawer_open_or_close
e3a5b105.wav,Meow
aeaeab06.wav,Female_singing
e0cc32be.wav,Keys_jangling
0b92c232.wav,Frying_(food)
e41f97b9.wav,Female_singing
94b3206e.wav,Run
0026c7cb.wav,Run
c1cd6f04.wav,Run
b546aadb.wav,Male_singing
992819e9.wav,Male_singing
cc8e24b1.wav,Cupboard_open_or_close
3224e1b8.wav,Bicycle_bell
e3269893.wav,Frying_(food)
5f88e397.wav,Burping_and_eructation
0c8fd5b4.wav,Bicycle_bell
30ad0819.wav,Bicycle_bell
05f712bc.wav,Male_singing
8d9fe5d9.wav,Male_singing
98e06ea9.wav,Male_singing
7dba9e92.wav,Male_singing
07cc5d69.wav,Marimba_and_xylophone
93997e8a.wav,Marimba_and_xylophone
96fde909.wav,Marimba_and_xylophone
6d845f8f.wav,Male_singing
c4a655ec.wav,Male_singing
894e2bb7.wav,Male_singing
d92496b3.wav,Clapping
ec447208.wav,Female_singing
3c5650d0.wav,Male_singing
9ce8004e.wav,Male_singing
1dd2b0d4.wav,Bicycle_bell
28348f52.wav,Male_singing
dc9421c1.wav,Male_singing
5c15df78.wav,Female_singing
c15bd274.wav,Male_singing
57019cb1.wav,Male_singing
9111aae8.wav,Female_singing
5e54b37b.wav,Female_singing
77f06461.wav,Male_singing
9958e99e.wav,Male_singing
86ad0456.wav,Male_singing
81fb41e7.wav,Female_singing
3d08064e.wav,Male_singing
7ef08959.wav,Female_singing
c4ceb0c0.wav,Scissors
3471f18a.wav,Finger_snapping
cb943fba.wav,Male_speech_and_man_speaking
fcc7eed3.wav,Male_speech_and_man_speaking
88594fab.wav,Male_singing
8dcba328.wav,Male_singing
77669659.wav,Male_singing
e0823284.wav,Male_singing
83dece36.wav,Male_singing
6fac21a9.wav,Female_speech_and_woman_speaking
082b10d7.wav,Gong
dac815d5.wav,Frying_(food)
a0ea9e1a.wav,Microwave_oven
40d7ed05.wav,Bass_guitar
5204075e.wav,Clapping
736fc109.wav,Clapping
892c15e4.wav,Clapping
2a010af0.wav,Knock
ff962f57.wav,Fart
1ff3bef5.wav,Chirp_and_tweet
0cf16951.wav,Clapping
f5ac9574.wav,Run
58ac4f8c.wav,Run
a61d5687.wav,Harmonica
b30bc62d.wav,Run
93a4d27a.wav,Run
e84a62e9.wav,Bus
43788b3b.wav,Stream
de996e33.wav,Fill_(with_liquid)
cde33768.wav,Sigh
37b6319b.wav,Hiss
22b2759d.wav,Race_car_and_auto_racing
e5dad5ac.wav,Race_car_and_auto_racing
77fabc7e.wav,Clapping
eeddd7a9.wav,Clapping
f7cad12d.wav,Clapping
4948d663.wav,Toilet_flush
32d251d2.wav,Stream
a5626b6f.wav,Tick-tock
8cbf45da.wav,Cricket
9f1eb7a0.wav,Accelerating_and_revving_and_vroom
a2a8de2c.wav,Keys_jangling
f237d59d.wav,Harmonica
85f84c90.wav,Harmonica
ff746f47.wav,Harmonica
71f35a02.wav,Harmonica
b8033e51.wav,Harmonica
772e59c8.wav,Burping_and_eructation
1888b369.wav,Scissors
4bcb0d99.wav,Race_car_and_auto_racing
0f9ecbf8.wav,Sneeze
51362f18.wav,Sneeze
8ad4ecd7.wav,Sneeze
b5d511f7.wav,Church_bell
ee7b2895.wav,Waves_and_surf
89c51b82.wav,Screaming
c528fccd.wav,Microwave_oven
c4cd3578.wav,Microwave_oven
ba1eb2e9.wav,Microwave_oven
8870cc59.wav,Squeak
3e1ad3bf.wav,Squeak
8e8ede7f.wav,Waves_and_surf
fda884eb.wav,Fill_(with_liquid)
08125947.wav,Microwave_oven
04e02685.wav,Female_speech_and_woman_speaking
38e5a075.wav,Computer_keyboard
eaf3751d.wav,Female_speech_and_woman_speaking
6cb29320.wav,Male_singing
d4ca5479.wav,Male_singing
361324b5.wav,Male_singing
0110ba24.wav,Male_singing
eaae387a.wav,Male_singing
5cf80754.wav,Male_singing
d8f81345.wav,Female_speech_and_woman_speaking
d2d22fe7.wav,Male_singing
de6b15bf.wav,Male_singing
308eb701.wav,Female_singing
49ef32d9.wav,Male_singing
64dbacee.wav,Male_singing
39b4260a.wav,Male_singing
8155ba96.wav,Female_singing
b40bcc35.wav,Male_singing
0cbc10f0.wav,Male_singing
861010f2.wav,Male_singing
e64dc8f3.wav,Female_singing
f7a55e22.wav,Knock
d0a58e70.wav,Female_singing
628088e3.wav,Female_singing
b6f6f988.wav,Female_singing
76cb5441.wav,Female_singing
3d1bb887.wav,Female_singing
ed00c3a2.wav,Male_singing
d59c5163.wav,Female_singing
1f283276.wav,Female_singing
05a717e6.wav,Male_singing
f27344a4.wav,Male_singing
d1d22544.wav,Male_singing
7b9a22e2.wav,Female_singing
0c1fea9f.wav,Male_singing
2c8fb11f.wav,Male_singing
fb88e4b2.wav,Male_singing
9db4bfd1.wav,Female_singing
d3b46a24.wav,Female_singing
e928fdd8.wav,Female_singing
4d059a76.wav,Female_singing
22bc52dd.wav,Male_singing
1acaf122.wav,Male_singing
defa5196.wav,Male_singing
02c55707.wav,Male_singing
9d92418b.wav,Male_singing
0808a6a6.wav,Female_singing
d819ee05.wav,Female_singing
e846ca33.wav,Male_singing
e1929538.wav,Computer_keyboard
116d3c90.wav,Male_singing
3b2cd366.wav,Male_singing
c32a6d1d.wav,Male_singing
ecb1852a.wav,Male_singing
5376d249.wav,Computer_keyboard
e0e1e162.wav,Hi-hat
24fa5c16.wav,Hi-hat
f8a6f277.wav,Writing
3d3a1c62.wav,Burping_and_eructation
fe483309.wav,Sigh
96ac18ff.wav,Marimba_and_xylophone
2ecc2d2b.wav,Marimba_and_xylophone
dfb875c8.wav,Marimba_and_xylophone
1645eb58.wav,Marimba_and_xylophone
7a4dd101.wav,Marimba_and_xylophone
c36b5403.wav,Fart
02430fbe.wav,Fart
c7ba0ce6.wav,Hi-hat
0e2fa988.wav,Motorcycle
9329a873.wav,Meow
da5b50a0.wav,Male_speech_and_man_speaking
0e4f400a.wav,Computer_keyboard
567cfc15.wav,Scissors
94a28428.wav,Scissors
16fd46e8.wav,Motorcycle
741d20d8.wav,Church_bell
859f7a75.wav,Slam
8d112af4.wav,Keys_jangling
4ba950d2.wav,Raindrop
0d0c1e12.wav,Squeak
e9889c78.wav,Child_speech_and_kid_speaking
69a7438b.wav,Child_speech_and_kid_speaking
3c77bf5a.wav,Child_speech_and_kid_speaking
